id,audio_path,transcript,sentence_chosen,sentence_rejected,chosen,rejected,dpo_weight
360264,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360264.WAV,I THANK YOU FOR YOUR SYMPATHY BECAUSE IT COUNTS,Good,Excellent,I/Excellent THANK/Excellent YOU/Excellent FOR/Excellent YOUR/Excellent SYMPATHY/Excellent BECAUSE/Excellent IT/Excellent COUNTS/Good,I/Good THANK/Good YOU/Good FOR/Good YOUR/Good SYMPATHY/Good BECAUSE/Good IT/Good COUNTS/Excellent,1.5
360283,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360283.WAV,OFF THE CHAIN I BET,Good,Excellent,OFF/Excellent THE/Excellent CHAIN/Excellent I/Excellent BET/Good,OFF/Good THE/Good CHAIN/Good I/Good BET/Average,1.5
360313,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360313.WAV,HE NODDED HIS HEAD AND SMILED,Good,Average,HE/Excellent NODDED/Average HIS/Excellent HEAD/Excellent AND/Excellent SMILED/Excellent,HE/Good NODDED/Bad HIS/Good HEAD/Good AND/Good SMILED/Good,1.5
360314,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360314.WAV,BUT TELL ME THE TRUTH,Excellent,Good,BUT/Excellent TELL/Excellent ME/Excellent THE/Excellent TRUTH/Excellent,BUT/Good TELL/Good ME/Good THE/Good TRUTH/Good,1.5
360332,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360332.WAV,THE FIRST QUESTION WAS AN OBVIOUS ONE,Excellent,Good,THE/Excellent FIRST/Excellent QUESTION/Excellent WAS/Good AN/Excellent OBVIOUS/Excellent ONE/Excellent,THE/Good FIRST/Good QUESTION/Good WAS/Excellent AN/Good OBVIOUS/Good ONE/Good,1.5
360334,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360334.WAV,THE SHOCK WAS TOO MUCH FOR HIM,Excellent,Good,THE/Excellent SHOCK/Excellent WAS/Excellent TOO/Excellent MUCH/Excellent FOR/Excellent HIM/Excellent,THE/Good SHOCK/Good WAS/Good TOO/Good MUCH/Good FOR/Good HIM/Good,1.5
360339,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360339.WAV,HE KNOWS HE'S ABOUT TO GET INTO FIGHT,Good,Excellent,HE/Excellent KNOWS/Excellent HE'S/Excellent ABOUT/Excellent TO/Excellent GET/Excellent INTO/Excellent FIGHT/Excellent,HE/Good KNOWS/Good HE'S/Good ABOUT/Good TO/Good GET/Good INTO/Good FIGHT/Good,1.5
360343,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360343.WAV,HE WAS ALWAYS READY TO DO ANYTHING WHATEVER,Excellent,Good,HE/Excellent WAS/Excellent ALWAYS/Excellent READY/Excellent TO/Excellent DO/Excellent ANYTHING/Excellent WHATEVER/Good,HE/Good WAS/Good ALWAYS/Good READY/Good TO/Good DO/Good ANYTHING/Good WHATEVER/Average,1.5
360360,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360360.WAV,THE LONG AND THE SHORT OF IT IS THIS,Good,Average,THE/Excellent LONG/Excellent AND/Excellent THE/Excellent SHORT/Excellent OF/Average IT/Excellent IS/Excellent THIS/Excellent,THE/Good LONG/Good AND/Good THE/Good SHORT/Good OF/Bad IT/Good IS/Good THIS/Good,1.5
360378,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360378.WAV,YOU WANT TO BE LOVE,Excellent,Good,YOU/Excellent WANT/Excellent TO/Excellent BE/Excellent LOVE/Excellent,YOU/Good WANT/Good TO/Good BE/Good LOVE/Good,1.5
480010,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480010.WAV,IT'S NOT FISH,Good,Average,IT'S/Excellent NOT/Excellent FISH/Excellent,IT'S/Good NOT/Good FISH/Good,1.5
480014,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480014.WAV,JOHN CAN SEE THE SHEEP,Average,Good,JOHN/Excellent CAN/Excellent SEE/Excellent THE/Bad SHEEP/Bad,JOHN/Good CAN/Good SEE/Good THE/Average SHEEP/Good,1.5
480015,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480015.WAV,LYNDA IS GOING TO SEE ELEPHANT,Good,Excellent,LYNDA/Average IS/Excellent GOING/Excellent TO/Excellent SEE/Excellent ELEPHANT/Excellent,LYNDA/Good IS/Good GOING/Good TO/Good SEE/Good ELEPHANT/Good,1.5
480016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480016.WAV,MY CAN DRAW THE GOAT,Average,Good,MY/Good CAN/Excellent DRAW/Good THE/Excellent GOAT/Good,MY/Average CAN/Good DRAW/Excellent THE/Good GOAT/Excellent,1.5
480019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480019.WAV,TINA CAN DRAW THE BALT,Good,Average,TINA/Excellent CAN/Excellent DRAW/Excellent THE/Excellent BALT/Good,TINA/Good CAN/Good DRAW/Good THE/Good BALT/Excellent,1.5
480023,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480023.WAV,BRO IS FROM JUMP,Average,Bad,BRO/Good IS/Excellent FROM/Excellent JUMP/Average,BRO/Excellent IS/Good FROM/Good JUMP/Bad,1.5
480033,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480033.WAV,ZERO FIVE EIGHT THREE,Average,Good,ZERO/Good FIVE/Average EIGHT/Excellent THREE/Bad,ZERO/Excellent FIVE/Good EIGHT/Good THREE/Average,1.5
480045,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480045.WAV,FIVE NINE SIX FIVE,Good,Excellent,FIVE/Excellent NINE/Excellent SIX/Excellent FIVE/Good,FIVE/Good NINE/Good SIX/Good FIVE/Average,1.5
480068,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480068.WAV,ANN LIKES HULK,Good,Excellent,ANN/Good LIKES/Excellent HULK/Average,ANN/Average LIKES/Good HULK/Good,1.5
480081,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480081.WAV,DOES KATE LIKE THE BREAD,Good,Average,DOES/Excellent KATE/Bad LIKE/Excellent THE/Excellent BREAD/Excellent,DOES/Good KATE/Average LIKE/Good THE/Good BREAD/Good,1.5
480089,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480089.WAV,LILLY HAS A BIG LEG,Good,Average,LILLY/Excellent HAS/Excellent A/Excellent BIG/Good LEG/Excellent,LILLY/Good HAS/Good A/Good BIG/Excellent LEG/Good,1.5
480090,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480090.WAV,BY THE HAND,Bad,Good,BY/Good THE/Bad HAND/Excellent,BY/Excellent THE/Average HAND/Good,2.0
480108,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480108.WAV,LOOK AT THIS BIG JEEP,Average,Good,LOOK/Excellent AT/Excellent THIS/Good BIG/Excellent JEEP/Bad,LOOK/Good AT/Good THIS/Excellent BIG/Good JEEP/Good,1.5
480119,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480119.WAV,SO HE WHEN TO T V ROOM,Good,Excellent,SO/Excellent HE/Excellent WHEN/Excellent TO/Excellent T/Excellent V/Excellent ROOM/Good,SO/Good HE/Good WHEN/Good TO/Good T/Good V/Good ROOM/Average,1.5
480125,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480125.WAV,SO BILLY WENT INTO THE PET SHOP,Average,Bad,SO/Good BILLY/Excellent WENT/Excellent INTO/Good THE/Excellent PET/Good SHOP/Excellent,SO/Excellent BILLY/Good WENT/Good INTO/Excellent THE/Good PET/Average SHOP/Good,1.5
480134,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480134.WAV,LIKES THE STRING BEAN,Average,Bad,LIKES/Excellent THE/Good STRING/Bad BEAN/Excellent,LIKES/Good THE/Excellent STRING/Good BEAN/Good,1.5
480136,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480136.WAV,SHE WANTS DO A STUDENT,Average,Good,SHE/Good WANTS/Excellent DO/Excellent A/Excellent STUDENT/Average,SHE/Average WANTS/Good DO/Good A/Good STUDENT/Good,1.5
480151,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480151.WAV,WHAT WILL YOU CAT,Good,Excellent,WHAT/Excellent WILL/Excellent YOU/Excellent CAT/Excellent,WHAT/Good WILL/Good YOU/Good CAT/Good,1.5
480158,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480158.WAV,COME AND SEE MY DOWN,Good,Excellent,COME/Excellent AND/Excellent SEE/Excellent MY/Excellent DOWN/Good,COME/Good AND/Good SEE/Good MY/Good DOWN/Average,1.5
480159,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480159.WAV,I'M NOT AT ALL FREED,Good,Average,I'M/Excellent NOT/Excellent AT/Excellent ALL/Excellent FREED/Excellent,I'M/Good NOT/Good AT/Good ALL/Good FREED/Good,1.5
530003,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530003.WAV,MIKE LIKES THE ORANGE ONE,Good,Excellent,MIKE/Excellent LIKES/Excellent THE/Excellent ORANGE/Excellent ONE/Excellent,MIKE/Good LIKES/Good THE/Good ORANGE/Good ONE/Good,1.5
530006,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530006.WAV,ANN CAN WE HAVE THE PEACH,Excellent,Good,ANN/Excellent CAN/Excellent WE/Excellent HAVE/Excellent THE/Excellent PEACH/Excellent,ANN/Good CAN/Good WE/Good HAVE/Good THE/Good PEACH/Good,1.5
530019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530019.WAV,LILLY CAN DRAW THE TIGER,Good,Excellent,LILLY/Excellent CAN/Excellent DRAW/Excellent THE/Excellent TIGER/Excellent,LILLY/Good CAN/Good DRAW/Good THE/Good TIGER/Good,1.5
530027,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530027.WAV,THREE THREE NINE,Good,Average,THREE/Good THREE/Good NINE/Excellent,THREE/Excellent THREE/Excellent NINE/Good,1.5
530030,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530030.WAV,SIX FOUR FIVE SIX,Excellent,Good,SIX/Excellent FOUR/Excellent FIVE/Excellent SIX/Excellent,SIX/Good FOUR/Good FIVE/Good SIX/Good,1.5
530037,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530037.WAV,FOUR THREE FOUR TWO,Excellent,Good,FOUR/Excellent THREE/Excellent FOUR/Excellent TWO/Excellent,FOUR/Good THREE/Good FOUR/Good TWO/Good,1.5
530054,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530054.WAV,ONE NINE FOUR,Excellent,Good,ONE/Excellent NINE/Excellent FOUR/Good,ONE/Good NINE/Good FOUR/Excellent,1.5
530055,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530055.WAV,BOOTS MOUNTAINS TREES,Excellent,Good,BOOTS/Excellent MOUNTAINS/Excellent TREES/Excellent,BOOTS/Good MOUNTAINS/Good TREES/Good,1.5
530060,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530060.WAV,SIR THREE PLANTING GRAFF,Good,Average,SIR/Excellent THREE/Excellent PLANTING/Average GRAFF/Average,SIR/Good THREE/Good PLANTING/Bad GRAFF/Bad,1.5
530063,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530063.WAV,SANDWICH GIVE HIM,Average,Good,SANDWICH/Average GIVE/Excellent HIM/Excellent,SANDWICH/Bad GIVE/Good HIM/Good,1.5
530076,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530076.WAV,LAYLA WANTS HAVE SOME BISCUIT,Good,Average,LAYLA/Average WANTS/Excellent HAVE/Excellent SOME/Excellent BISCUIT/Average,LAYLA/Good WANTS/Good HAVE/Good SOME/Good BISCUIT/Good,1.5
530077,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530077.WAV,JIM ATE A LITTLE CAKE,Good,Excellent,JIM/Excellent ATE/Excellent A/Excellent LITTLE/Average CAKE/Excellent,JIM/Good ATE/Good A/Good LITTLE/Good CAKE/Good,1.5
530094,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530094.WAV,LIYA LIKES THE OLD SAFE,Good,Average,LIYA/Excellent LIKES/Excellent THE/Excellent OLD/Excellent SAFE/Excellent,LIYA/Good LIKES/Good THE/Good OLD/Good SAFE/Good,1.5
530109,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530109.WAV,MIKE CAN SEE THE TRAIN,Good,Excellent,MIKE/Excellent CAN/Excellent SEE/Excellent THE/Excellent TRAIN/Excellent,MIKE/Good CAN/Good SEE/Good THE/Good TRAIN/Good,1.5
530112,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530112.WAV,THEN JAYME WALKS TO TOILET,Good,Excellent,THEN/Excellent JAYME/Average WALKS/Excellent TO/Excellent TOILET/Good,THEN/Good JAYME/Good WALKS/Good TO/Good TOILET/Average,1.5
530115,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530115.WAV,THEN TOM WALKS TO ART ROOM,Good,Average,THEN/Excellent TOM/Excellent WALKS/Excellent TO/Excellent ART/Good ROOM/Excellent,THEN/Good TOM/Good WALKS/Good TO/Good ART/Average ROOM/Good,1.5
530145,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530145.WAV,SHE LIKES THE BIG GREEN CITY LONDON,Bad,Good,SHE/Excellent LIKES/Excellent THE/Excellent BIG/Excellent GREEN/Excellent CITY/Excellent LONDON/Bad,SHE/Good LIKES/Good THE/Good BIG/Good GREEN/Good CITY/Good LONDON/Average,2.0
530154,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530154.WAV,I WILL GO TO MEN,Good,Excellent,I/Excellent WILL/Excellent GO/Excellent TO/Excellent MEN/Excellent,I/Good WILL/Good GO/Good TO/Good MEN/Good,1.5
530163,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530163.WAV,WHERE DID THAT COME FROM,Good,Excellent,WHERE/Excellent DID/Excellent THAT/Excellent COME/Excellent FROM/Bad,WHERE/Good DID/Good THAT/Good COME/Good FROM/Good,1.5
530174,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530174.WAV,I ONLY WANT ONE,Good,Average,I/Excellent ONLY/Excellent WANT/Average ONE/Excellent,I/Good ONLY/Good WANT/Good ONE/Good,1.5
540001,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540001.WAV,MIKE LOVE GARDEN,Excellent,Good,MIKE/Excellent LOVE/Excellent GARDEN/Excellent,MIKE/Good LOVE/Good GARDEN/Good,1.5
540004,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540004.WAV,MARK LOVE PORTER,Good,Excellent,MARK/Excellent LOVE/Excellent PORTER/Excellent,MARK/Good LOVE/Good PORTER/Good,1.5
540014,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540014.WAV,JAYME CAN SEE THE DOG,Good,Average,JAYME/Excellent CAN/Excellent SEE/Excellent THE/Excellent DOG/Excellent,JAYME/Good CAN/Good SEE/Good THE/Good DOG/Good,1.5
540018,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540018.WAV,BILLY IS GOING TO SEE FOX,Good,Excellent,BILLY/Excellent IS/Excellent GOING/Excellent TO/Excellent SEE/Excellent FOX/Excellent,BILLY/Good IS/Good GOING/Good TO/Good SEE/Good FOX/Good,1.5
540031,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540031.WAV,SIX EIGHT FOUR SIX,Excellent,Good,SIX/Excellent EIGHT/Excellent FOUR/Excellent SIX/Excellent,SIX/Good EIGHT/Good FOUR/Good SIX/Good,1.5
540054,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540054.WAV,FIVE FIVE NINE ONE,Excellent,Good,FIVE/Excellent FIVE/Excellent NINE/Excellent ONE/Excellent,FIVE/Good FIVE/Good NINE/Good ONE/Good,1.5
540055,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540055.WAV,QUICK PAST PHOTO,Good,Average,QUICK/Excellent PAST/Excellent PHOTO/Average,QUICK/Good PAST/Good PHOTO/Good,1.5
540058,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540058.WAV,SHANGHAI QUIRE TODAY ONCE TOMORROW,Good,Excellent,SHANGHAI/Excellent QUIRE/Excellent TODAY/Excellent ONCE/Excellent TOMORROW/Excellent,SHANGHAI/Good QUIRE/Good TODAY/Good ONCE/Good TOMORROW/Good,1.5
540062,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540062.WAV,KANGAROO COWS TRACE,Average,Good,KANGAROO/Good COWS/Excellent TRACE/Excellent,KANGAROO/Excellent COWS/Good TRACE/Good,1.5
540072,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540072.WAV,PETER IS GOOD AT SKIN,Excellent,Good,PETER/Excellent IS/Excellent GOOD/Excellent AT/Excellent SKIN/Excellent,PETER/Good IS/Good GOOD/Good AT/Good SKIN/Good,1.5
540077,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540077.WAV,BILLY AT A LITTLE JAM,Good,Average,BILLY/Excellent AT/Excellent A/Excellent LITTLE/Excellent JAM/Excellent,BILLY/Good AT/Good A/Good LITTLE/Good JAM/Good,1.5
540088,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540088.WAV,LOOK AT BILLY'S FOOT,Good,Excellent,LOOK/Excellent AT/Excellent BILLY'S/Excellent FOOT/Excellent,LOOK/Good AT/Good BILLY'S/Good FOOT/Good,1.5
540106,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540106.WAV,LINDA CAN SEE THE SUN BOY,Good,Excellent,LINDA/Average CAN/Excellent SEE/Excellent THE/Excellent SUN/Excellent BOY/Excellent,LINDA/Good CAN/Good SEE/Good THE/Good SUN/Good BOY/Good,1.5
540111,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540111.WAV,MARY CAN SEE THE THIEF,Good,Excellent,MARY/Excellent CAN/Excellent SEE/Excellent THE/Excellent THIEF/Excellent,MARY/Good CAN/Good SEE/Good THE/Good THIEF/Good,1.5
540117,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540117.WAV,KATE WAS WALKING TO PARK,Good,Excellent,KATE/Excellent WAS/Excellent WALKING/Excellent TO/Excellent PARK/Excellent,KATE/Good WAS/Good WALKING/Good TO/Good PARK/Good,1.5
540123,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540123.WAV,SANDY WAS WALKING TO TURN PAR,Good,Average,SANDY/Excellent WAS/Excellent WALKING/Excellent TO/Excellent TURN/Excellent PAR/Average,SANDY/Good WAS/Good WALKING/Good TO/Good TURN/Good PAR/Bad,1.5
540127,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540127.WAV,PETER IS DRAWING THE PASS,Good,Excellent,PETER/Excellent IS/Excellent DRAWING/Excellent THE/Excellent PASS/Excellent,PETER/Good IS/Good DRAWING/Good THE/Good PASS/Good,1.5
540130,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540130.WAV,NILA LOVES NEWS,Good,Excellent,NILA/Excellent LOVES/Good NEWS/Excellent,NILA/Good LOVES/Excellent NEWS/Good,1.5
540156,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540156.WAV,IT MUST BE HE,Good,Excellent,IT/Excellent MUST/Excellent BE/Excellent HE/Excellent,IT/Good MUST/Good BE/Good HE/Good,1.5
540163,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540163.WAV,I AM IN THE GLASS,Good,Average,I/Excellent AM/Excellent IN/Excellent THE/Excellent GLASS/Excellent,I/Good AM/Good IN/Good THE/Good GLASS/Good,1.5
560016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560016.WAV,MARY IS GOING TO SEE MONKEY,Good,Excellent,MARY/Excellent IS/Excellent GOING/Excellent TO/Excellent SEE/Good MONKEY/Good,MARY/Good IS/Good GOING/Good TO/Good SEE/Excellent MONKEY/Excellent,1.5
560017,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560017.WAV,LUCY IS GOING TO SEE HORSE,Good,Excellent,LUCY/Excellent IS/Excellent GOING/Excellent TO/Excellent SEE/Good HORSE/Excellent,LUCY/Good IS/Good GOING/Good TO/Good SEE/Excellent HORSE/Good,1.5
560026,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560026.WAV,ONE FOUR SEVEN ONE,Average,Good,ONE/Average FOUR/Excellent SEVEN/Excellent ONE/Average,ONE/Good FOUR/Good SEVEN/Good ONE/Good,1.5
560030,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560030.WAV,FIVE EIGHT THREE TWO,Good,Excellent,FIVE/Excellent EIGHT/Excellent THREE/Good TWO/Excellent,FIVE/Good EIGHT/Good THREE/Average TWO/Good,1.5
560033,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560033.WAV,FIVE ONE SIX ONE,Good,Average,FIVE/Excellent ONE/Excellent SIX/Excellent ONE/Excellent,FIVE/Good ONE/Good SIX/Good ONE/Good,1.5
560038,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560038.WAV,ZERO FOUR ONE,Average,Bad,ZERO/Excellent FOUR/Excellent ONE/Excellent,ZERO/Good FOUR/Good ONE/Good,1.5
560058,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560058.WAV,LUCY HOCK SONG MUTTON,Good,Average,LUCY/Excellent HOCK/Excellent SONG/Excellent MUTTON/Good,LUCY/Good HOCK/Good SONG/Good MUTTON/Excellent,1.5
560068,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560068.WAV,BY DAVID'S TOES,Good,Average,BY/Excellent DAVID'S/Good TOES/Excellent,BY/Good DAVID'S/Excellent TOES/Good,1.5
560074,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560074.WAV,I NEED NEW SHORTS,Excellent,Good,I/Excellent NEED/Excellent NEW/Excellent SHORTS/Excellent,I/Good NEED/Good NEW/Good SHORTS/Good,1.5
560075,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560075.WAV,JACK LIKES YOUR RED CUP,Good,Excellent,JACK/Excellent LIKES/Excellent YOUR/Excellent RED/Excellent CUP/Excellent,JACK/Good LIKES/Good YOUR/Good RED/Good CUP/Good,1.5
560084,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560084.WAV,LOOK AT DORA'S CLOT,Good,Excellent,LOOK/Excellent AT/Excellent DORA'S/Average CLOT/Excellent,LOOK/Good AT/Good DORA'S/Good CLOT/Good,1.5
560086,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560086.WAV,TEDDY CAN SEE THE CAR,Good,Excellent,TEDDY/Excellent CAN/Excellent SEE/Excellent THE/Excellent CAR/Excellent,TEDDY/Good CAN/Good SEE/Good THE/Good CAR/Good,1.5
560088,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560088.WAV,THE NEW CAR,Good,Excellent,THE/Excellent NEW/Excellent CAR/Excellent,THE/Good NEW/Good CAR/Good,1.5
560116,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560116.WAV,JIM WAS TO BE ARE GOLD TEACHER,Good,Average,JIM/Excellent WAS/Excellent TO/Excellent BE/Excellent ARE/Excellent GOLD/Excellent TEACHER/Excellent,JIM/Good WAS/Good TO/Good BE/Good ARE/Good GOLD/Good TEACHER/Good,1.5
560117,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560117.WAV,JACK WAS WANTS TO BE ARE GOLD NERVOUS,Good,Average,JACK/Excellent WAS/Excellent WANTS/Excellent TO/Excellent BE/Excellent ARE/Excellent GOLD/Excellent NERVOUS/Average,JACK/Good WAS/Good WANTS/Good TO/Good BE/Good ARE/Good GOLD/Good NERVOUS/Good,1.5
560134,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560134.WAV,ANYBODY CAN BANK BANK BANK,Good,Average,ANYBODY/Excellent CAN/Excellent BANK/Excellent BANK/Excellent BANK/Excellent,ANYBODY/Good CAN/Good BANK/Good BANK/Good BANK/Good,1.5
560154,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560154.WAV,LOOK HERE I CHUCK THIS,Good,Excellent,LOOK/Excellent HERE/Excellent I/Excellent CHUCK/Excellent THIS/Excellent,LOOK/Good HERE/Good I/Good CHUCK/Good THIS/Good,1.5
560159,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560159.WAV,BY YOUR LEAVE,Average,Good,BY/Excellent YOUR/Excellent LEAVE/Average,BY/Good YOUR/Good LEAVE/Good,1.5
560162,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560162.WAV,WHO CAN COUNT TO THREE,Good,Average,WHO/Excellent CAN/Excellent COUNT/Excellent TO/Excellent THREE/Good,WHO/Good CAN/Good COUNT/Good TO/Good THREE/Excellent,1.5
560172,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560172.WAV,BEAR GOT HIS BALL,Good,Excellent,BEAR/Excellent GOT/Excellent HIS/Excellent BALL/Average,BEAR/Good GOT/Good HIS/Good BALL/Bad,1.5
